tmdbId,title,genres,info,tmdburl,rating_count,rating_avg,poster_path,year,trailer_url
11224,Cinderella,"Family, Fantasy, Animation, Romance","Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",https://www.themoviedb.org/movie/11224,6620,7.046,https://image.tmdb.org/t/p/original/4nssBcQUBadCTBjrAkX46mVEKts.jpg,1950,https://www.youtube.com/watch?v=yyDJWRMSeTw
20758,Father of the Bride,"Comedy, Romance, Drama","Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",https://www.themoviedb.org/movie/20758,199,7.0,https://image.tmdb.org/t/p/original/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg,1950,https://www.youtube.com/watch?v=7EMQgVqta_M
599,Sunset Boulevard,Drama,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,https://www.themoviedb.org/movie/599,2538,8.31,https://image.tmdb.org/t/p/original/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950,https://www.youtube.com/watch?v=_dY0SVxnHjQ
11617,Rio Grande,Western,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",https://www.themoviedb.org/movie/11617,322,6.821,https://image.tmdb.org/t/p/original/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg,1950,https://www.youtube.com/watch?v=vDLoMsAhY-8
548,Rashomon,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",https://www.themoviedb.org/movie/548,2174,8.087,https://image.tmdb.org/t/p/original/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg,1950,https://www.youtube.com/watch?v=L2E_DfExUmU
17057,In a Lonely Place,"Drama, Romance, Mystery, Crime","A screenwriter with a violent temper is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",https://www.themoviedb.org/movie/17057,566,7.6,https://image.tmdb.org/t/p/original/mR72XsO7EQu3uH8TeqPxMd9V8mW.jpg,1950,https://www.youtube.com/watch?v=68C2IFX60CU
705,All About Eve,Drama,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",https://www.themoviedb.org/movie/705,1508,8.098,https://image.tmdb.org/t/p/original/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,1950,https://www.youtube.com/watch?v=ktG-ilbXbtI
102144,Mister 880,"Comedy, Crime, Romance","The Skipper is a charming old man loved by all his neighbors. What they don't know is that he is also Mr. 880, an amateurish counterfeiter who has amazingly managed to elude the Secret Service for 20 years.",https://www.themoviedb.org/movie/102144,28,7.0,https://image.tmdb.org/t/p/original/aEYs8GpSqpssqPWaIS9XXOBeY8o.jpg,1950,https://www.youtube.com/watch?v=3Xk2oPkKuAI
1978,Stage Fright,Thriller,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high-society entertainer.,https://www.themoviedb.org/movie/1978,319,6.776,https://image.tmdb.org/t/p/original/l43OTqhib8do1WwXig8JI8Y68Fd.jpg,1950,https://www.youtube.com/watch?v=oRvWOz1-ekY
22924,Armored Car Robbery,"Thriller, Crime","While executing an armored car heist in Los Angeles, icy crook Dave Purvis shoots policeman Lt. Phillips before he and his cronies make off with the loot. Thinking he got away scot-free, Purvis collects his money-crazy mistress, Yvonne, then disposes of his partners and heads out of town. What Purvis doesn't know is that Phillips' partner, tough-as-nails Lt. Cordell, is wise to the criminal's plans and is closing in on his prey.",https://www.themoviedb.org/movie/22924,60,6.6,https://image.tmdb.org/t/p/original/1cYOPFbHEEXcXq8VYlJI5h2QpIe.jpg,1950,
11787,Harvey,"Comedy, Fantasy","The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",https://www.themoviedb.org/movie/11787,599,7.7,https://image.tmdb.org/t/p/original/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,1950,https://www.youtube.com/watch?v=FJLsnPndIEc
17409,The Gunfighter,Western,The fastest gun in the West tries to escape his reputation.,https://www.themoviedb.org/movie/17409,178,7.208,https://image.tmdb.org/t/p/original/5696EpyH0tB8DtKvwNGABMRWknX.jpg,1950,https://www.youtube.com/watch?v=yFqQAK6l6QE
209207,Last of the Buccaneers,"Adventure, War, Action",Swashbuckler about the adventures of pirate Jean Lafitte after he helped save New Orleans from a British invasion during the War of 1812.,https://www.themoviedb.org/movie/209207,2,5.5,https://image.tmdb.org/t/p/original/cQ44ACiBPjjVYYgndSlbFSgNlAu.jpg,1950,
14551,Winchester '73,Western,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives.",https://www.themoviedb.org/movie/14551,341,7.276,https://image.tmdb.org/t/p/original/rqRgjWqSmK9oI6duvigPmn49aVG.jpg,1950,https://www.youtube.com/watch?v=eb7xOnMX1Qw
18712,Sands of Iwo Jima,"War, Drama","Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.",https://www.themoviedb.org/movie/18712,133,6.4,https://image.tmdb.org/t/p/original/utpy9JLuyhsxpw2E3yExw23f3eS.jpg,1950,https://www.youtube.com/watch?v=Xp5cNZ4JTjQ
215453,The Cariboo Trail,Western,A cattleman fights to establish a ranch in the middle of gold country.,https://www.themoviedb.org/movie/215453,15,6.3,https://image.tmdb.org/t/p/original/iTTY8vHk034q4inHual8ExIEKUn.jpg,1950,https://www.youtube.com/watch?v=-TnpoIzz0Ng
43388,King Solomon's Mines,"Adventure, Action, Romance",Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing husband lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,https://www.themoviedb.org/movie/43388,116,6.461,https://image.tmdb.org/t/p/original/s5T4Da7d3f255YRyaWfhMWfoBKK.jpg,1950,https://www.youtube.com/watch?v=tmXgC7k-QB0
37292,Broken Arrow,"Western, Romance","Indian scout Tom Jeffords is sent out to stem the war between the Whites and Apaches in the late 1870s. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",https://www.themoviedb.org/movie/37292,191,6.7,https://image.tmdb.org/t/p/original/1gafYQCpDxtfIj7HYBNs4Z3m4oW.jpg,1950,https://www.youtube.com/watch?v=qdYOfdwB_iM
23342,Quicksand,"Crime, Drama","Young auto mechanic Dan Brady takes $20 from a cash register at work to go on a date with blonde femme fatale Vera Novak. Brady intends to put the money back before it is missed, but the garage's bookkeeper shows up earlier than scheduled. As Brady scrambles to cover evidence of his petty theft, he fast finds himself drawn into an ever worsening ""quicksand"" of crime.",https://www.themoviedb.org/movie/23342,35,6.129,https://image.tmdb.org/t/p/original/rTtFvxrHpLECgLE86zStkHYxTyx.jpg,1950,https://www.youtube.com/watch?v=FkkNAcxOq-o
214559,The Torch,"Action, Adventure, Drama, War","The story of a fear-inspiring revolutionary general who develops a passion for the daughter of a wealthy villager. It's hate at first sight so far as the girl is concerned, but this will soon change.",https://www.themoviedb.org/movie/214559,10,4.85,https://image.tmdb.org/t/p/original/4ZKXrge0q1PpSVF8vdhGMjpMY3f.jpg,1950,
19119,Night and the City,"Drama, Crime","Londoner Harry Fabian is a second-rate con man looking for an angle. After years of putting up with Harry's schemes, his girlfriend, Mary, becomes fed up when he taps her for yet another loan.",https://www.themoviedb.org/movie/19119,246,7.5,https://image.tmdb.org/t/p/original/2NBmzm8z5fd283eWeECkPrkwta8.jpg,1950,https://www.youtube.com/watch?v=-y6sueICajY
4558,Orpheus,"Romance, Fantasy, Drama",A poet in love with Death follows his unhappy wife into the underworld.,https://www.themoviedb.org/movie/4558,246,7.6,https://image.tmdb.org/t/p/original/wcUmMtipWBBx7lpsfpPsUM4Snh1.jpg,1950,https://www.youtube.com/watch?v=9ciOWebRF3Y
210653,The Man Without a Face,"Thriller, Horror",A faceless killer who hunts women can only be stopped by a detective with a disturbing past.,https://www.themoviedb.org/movie/210653,12,6.3,https://image.tmdb.org/t/p/original/7jSmEGZhblLWCEYawOhgTHxYNjq.jpg,1950,
206413,Gunmen of Abilene,"Action, Western","Abilene gunmen are bent on terrorizing the town of Blue Valley and massacring its inhabitants. They have been hired by local druggist Henry Turner, who has discovered gold beneath the town and wishes complete possession.",https://www.themoviedb.org/movie/206413,2,6.0,https://image.tmdb.org/t/p/original/3DMIZ8lFWpHc7jPAiUIkifx9uXo.jpg,1950,
17221,Where the Sidewalk Ends,"Crime, Drama, Thriller","New York City cop Mark Dixon is already in trouble with his superiors for his brutal tactics when he accidentally kills a murder suspect. To protect himself, he decides to cover up the crime and pin the killing on a racketeer—a situation that grows complicated when the father of the woman Dixon loves is implicated as a suspect.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 2004.",https://www.themoviedb.org/movie/17221,172,7.1,https://image.tmdb.org/t/p/original/27Q0i6ZjmRnjfvegksunixnLxuG.jpg,1950,https://www.youtube.com/watch?v=UEj_-KVjLbI
16958,The Asphalt Jungle,"Crime, Drama","Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",https://www.themoviedb.org/movie/16958,470,7.478,https://image.tmdb.org/t/p/original/gECEOjjLjuHi9DDHeDLj28SXLHE.jpg,1950,https://www.youtube.com/watch?v=LLO8JbhuMfs
50030,La Ronde,"Romance, Comedy, Drama","An all-knowing interlocutor guides us through a series of affairs in Vienna, 1900. A soldier meets an eager young lady of the evening. Later he has an affair with a young lady, who becomes a maid and does similarly with the young man of the house. The young man seduces a married woman. On and on, spinning on the gay carousel of life.",https://www.themoviedb.org/movie/50030,116,7.4,https://image.tmdb.org/t/p/original/yLons2MAiRXKHWqUGcLd4AlkNa6.jpg,1950,
18671,Gun Crazy,"Crime, Romance, Thriller","Bart Tare is an ex-Army man who has a lifelong fixation with guns, he meets a kindred spirit in sharpshooter Annie Starr and goes to work at a carnival. After upsetting the carnival owner who lusts after Starr, they both get fired. Soon, on Starr's behest, they embark on a crime spree for cash.",https://www.themoviedb.org/movie/18671,266,7.5,https://image.tmdb.org/t/p/original/kC1IIitCJTZLwZyuQnKw4zaOaXc.jpg,1950,https://www.youtube.com/watch?v=5xrML7tzWYU
111732,The Jackpot,Comedy,"Bill Lawrence wins a bevy or prizes from a radio program, but ends up having to sell them all in order to pay the taxes he's incurred.",https://www.themoviedb.org/movie/111732,17,6.882,https://image.tmdb.org/t/p/original/4Gsw3T73hYtoduoQEKla8EHKBzE.jpg,1950,
204482,Father Is a Bachelor,"Comedy, Family","Johnny Rutledge is a drifter who comes to and discovers a cabin in the forest where five kids: January, February, March, April, and May are living without parents. Their parents died a while ago, and they want to keep that secret from the townspeople, especially the young school teacher, Prudence Millett, to avoid being sent to a children's home and eventual separation. Johnny moves in with the kids and poses as their uncle to take care of them while romancing Prudence. But in order to keep the children, he has to get married.",https://www.themoviedb.org/movie/204482,7,7.4,https://image.tmdb.org/t/p/original/9DcOPemke5fmZkvMZMg0ikVfGQ.jpg,1950,
32563,The Flame and the Arrow,"Adventure, History","Dardo, a Robin Hood-like figure, and his loyal followers use a Roman ruin in Medieval Lombardy as their headquarters as they conduct an insurgency against their Hessian conquerors.",https://www.themoviedb.org/movie/32563,78,6.237,https://image.tmdb.org/t/p/original/30edZxvbt7W8p8y5OsMX9XSWSwK.jpg,1950,https://www.youtube.com/watch?v=dTXnQawQzOk
53615,The Misadventures of Buster Keaton,Comedy,"Feature film fashioned from parts of Keaton's short-lived TV series ""The Buster Keaton Show.""",https://www.themoviedb.org/movie/53615,1,7.0,https://image.tmdb.org/t/p/original/djWWXs2nVGLd9XOrOMOYvbFUufJ.jpg,1950,
33839,Cheaper by the Dozen,"Comedy, Drama, Family","""Cheaper by the Dozen"", based on the real-life story of the Gilbreth family, follows them from Providence, Rhode Island, to Montclair, New Jersey, and details the amusing anecdotes found in large families.",https://www.themoviedb.org/movie/33839,78,6.3,https://image.tmdb.org/t/p/original/sGj9auC0z18y25NObFbvWLt8gtX.jpg,1950,https://www.youtube.com/watch?v=NdsLBupTNcc
29381,Caged,"Crime, Drama","A single mistake puts a 19-year old girl behind bars, where she experiences the terrors and torments of women in prison.",https://www.themoviedb.org/movie/29381,69,7.1,https://image.tmdb.org/t/p/original/vvGyjfwGOQkB91XbzLJHmItiBIl.jpg,1950,https://www.youtube.com/watch?v=yzJ2S2_S4T0
20153,Where Danger Lives,Thriller,A young doctor falls in love with a disturbed young woman and apparently becomes involved in the death of her husband. They head for Mexico trying to outrun the law.,https://www.themoviedb.org/movie/20153,48,6.3,https://image.tmdb.org/t/p/original/yIWDATzqcIPGsOdKRGlOAbPFq3L.jpg,1950,https://www.youtube.com/watch?v=h8DPzx_KUuU
205673,Pretty Baby,Comedy,A young woman living in Manhattan pretends to be the mother of an infant in order to get a seat on the subway.,https://www.themoviedb.org/movie/205673,4,6.0,https://image.tmdb.org/t/p/original/4sl2jutNCYkKmShhiYqIzr2Q5gG.jpg,1950,
24481,Born Yesterday,"Comedy, Romance","Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",https://www.themoviedb.org/movie/24481,160,7.188,https://image.tmdb.org/t/p/original/5KWpPOwBm53hs9J8JAscd5WI1jo.jpg,1950,https://www.youtube.com/watch?v=QL3NsTHAQ8s
118003,The King of the Neighborhood,"Comedy, Crime","A poor man becomes a modern Robin Hood, robbing the rich to give to the poor.",https://www.themoviedb.org/movie/118003,56,8.241,https://image.tmdb.org/t/p/original/rILVrf8bAjacrxJRzoxFgkLTa9Y.jpg,1950,
20088,Kon-Tiki,Documentary,"""Kon-Tiki"" was the name of a wooden raft used by six Scandinavian scientists, led by Thor Heyerdahl, to make a 101-day journey from South America to the Polynesian Islands. The purpose of the expedition was to prove Heyerdal's theory that the Polynesian Islands were populated from the east- specifically Peru- rather than from the west (Asia) as had been the theory for hundreds of years. Heyerdahl made a study of the winds and tides in the Pacific, and by simulating conditions as closely as possible to those he theorized the Peruvians encountered, set out on the voyage.",https://www.themoviedb.org/movie/20088,53,7.528,https://image.tmdb.org/t/p/original/oGdy7EkyQ9LCpuLptEII5kwjB5r.jpg,1950,
32690,Scandal,Drama,A celebrity photograph sparks a court case as a tabloid magazine spins a scandalous yarn over a painter and a famous singer.,https://www.themoviedb.org/movie/32690,82,6.9,https://image.tmdb.org/t/p/original/u4LrEBlAbHR4b6eUU16TOfCf9Ti.jpg,1950,
110465,Kim,"Adventure, Drama, Family","During the British Raj, the orphan of a British soldier poses as a Hindu and is torn between his loyalty to a Buddhist mystic and aiding the English secret service.",https://www.themoviedb.org/movie/110465,26,6.25,https://image.tmdb.org/t/p/original/koPgzZ60Kd2JI6uxJQ1pD06cIf6.jpg,1950,https://www.youtube.com/watch?v=nR5qoOSkfAQ
26744,Force of Evil,"Crime, Drama","Lawyer Joe Morse wants to consolidate all the small-time numbers racket operators into one big powerful operation. But his elder brother Leo is one of these small-time operators who wants to stay that way, preferring not to deal with the gangsters who dominate the big-time.",https://www.themoviedb.org/movie/26744,112,6.6,https://image.tmdb.org/t/p/original/x33LVKf4yWdjMeczJkzE5sIw4VG.jpg,1950,https://www.youtube.com/watch?v=mL5HOk2TvPs
800,The Young and the Damned,Drama,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.",https://www.themoviedb.org/movie/800,465,8.04,https://image.tmdb.org/t/p/original/cDCvmYoyqFg4CuSMtGMvCpfOIEw.jpg,1950,
85293,Harriet Craig,Drama,A perfectionist woman's devotion to her home drives away friends and family.,https://www.themoviedb.org/movie/85293,26,7.462,https://image.tmdb.org/t/p/original/zrwq0en5FxedV2scMS7i9teDKVt.jpg,1950,https://www.youtube.com/watch?v=k48aA8wls38
37954,The Breaking Point,"Crime, Drama",A fisherman with money problems hires out his boat to transport criminals.,https://www.themoviedb.org/movie/37954,75,7.1,https://image.tmdb.org/t/p/original/gmScaZfpgF9KkZ7TKFo0Fn4d7Yy.jpg,1950,https://www.youtube.com/watch?v=tK4roYNC8aY
54392,The Blue Lamp,"Crime, Thriller, Action","P.C. George Dixon is a long-serving traditional copper who is due to retire shortly. He takes a new recruit under his aegis and introduces him to the easy-going night beat. Dixon is a classic ordinary hero but also anachronistic, unprepared and unable to answer the violence  of the 1950s.",https://www.themoviedb.org/movie/54392,50,6.58,https://image.tmdb.org/t/p/original/t8ekJGjiFaPNIvANSgN46oVmbmw.jpg,1950,
43389,Variety Lights,"Drama, Comedy","In Italy, Checco Dal Monte manages a troupe of traveling performers with plenty of heart but minimal talent. At a small town engagement, he encounters the starry-eyed, gorgeous Lily Antonelli, and hires her as a dancer on the show. Vivacious Lily quickly sells out crowds and earns the resentment of Checco's mistress, Melina Amour, but the fledgling performer has far bigger ambitions and soon sets her sights on a higher-profile role.",https://www.themoviedb.org/movie/43389,89,7.056,https://image.tmdb.org/t/p/original/YIjVHxmNetC15MrRPu97OYdIOW.jpg,1950,
28304,The Furies,"Western, Drama, Romance",A New Mexico cattle man and his strong-willed daughter clash over land and love.,https://www.themoviedb.org/movie/28304,65,7.2,https://image.tmdb.org/t/p/original/kVlgoW4LWj8Uxr5fXuFi6qhpzP0.jpg,1950,https://www.youtube.com/watch?v=YFOI5m7g5L0
38751,The Man Who Cheated Himself,"Crime, Thriller",A veteran homicide detective who has witnessed his socialite girlfriend kill her husband sees his inexperienced brother assigned to the case.,https://www.themoviedb.org/movie/38751,42,6.2,https://image.tmdb.org/t/p/original/jJKWfhHjDaFGSNvRnXx0Xxehhls.jpg,1950,https://www.youtube.com/watch?v=hxcLsOJFjUQ
43385,Born to Be Bad,Drama,"Christabel Caine has the face of angel and the heart of a swamp rat. She'll step on anyone to get what she wants, including her own family. A master of manipulation, she covertly breaks off the engagement of her trusting cousin, Donna, to her fabulously wealthy beau, Curtis Carey. Once married to Curtis herself, Christabel continues her affair with novelist Nick Bradley, who knows she's evil, but loves her anyway.",https://www.themoviedb.org/movie/43385,35,5.9,https://image.tmdb.org/t/p/original/nbcIqkiaPl2aAgebMqk4xjKTKJg.jpg,1950,https://www.youtube.com/watch?v=_ogVQ-xQbDk
36331,Dark City,"Drama, Thriller, Crime","Gamblers who ""took"" an out-of-town sucker in a crooked poker game feel shadowy vengeance closing in on them.",https://www.themoviedb.org/movie/36331,43,6.4,https://image.tmdb.org/t/p/original/7mkj8Vv5lpndZnjdHNBdIV4fhoh.jpg,1950,https://www.youtube.com/watch?v=8moGGFo8M0Q
155331,Cage of Gold,"Drama, Thriller","The love that Judy, a young painter, feels for Alan, a promising doctor to whom she is engaged, falters when Bill, an old friend, suddenly appears.",https://www.themoviedb.org/movie/155331,8,6.7,https://image.tmdb.org/t/p/original/xhNLcPJOa2ck4jZ6Kse77WRqGOD.jpg,1950,
37327,Wagon Master,"Adventure, Western","Two young horse traders guide a Mormon wagon train to the San Juan Valley and encounter rugged terrain, the cutthroat Clegg gang, hospitable Navajo, and moral challenges on the journey.",https://www.themoviedb.org/movie/37327,134,6.7,https://image.tmdb.org/t/p/original/6yVHAtXoSe2FOQP2fePuR6nnFLr.jpg,1950,
28663,Woman on the Run,"Crime, Thriller, Mystery","Frank Johnson, a sole witness to a gangland murder, goes into hiding and is trailed by Police Inspector Ferris, on the theory that Frank is trying to escape from possible retaliation. Frank's wife, Eleanor, suspects he is actually running away from their unsuccessful marriage. Aided by a newspaperman, Danny Leggett, Eleanor sets out to locate her husband. The killer is also looking for him, and keeps close tabs on Eleanor.",https://www.themoviedb.org/movie/28663,93,6.796,https://image.tmdb.org/t/p/original/6wp0FpyQvYVphtUSvANiCarawop.jpg,1950,
6646,Treasure Island,"Adventure, Family","Enchanted by the idea of locating treasure buried by Captain Flint, Squire Trelawney, Dr. Livesey and Jim Hawkins charter a sailing voyage to a Caribbean island. Unfortunately, a large number of Flint's old pirate crew are aboard the ship, including Long John Silver.",https://www.themoviedb.org/movie/6646,196,6.559,https://image.tmdb.org/t/p/original/zPzBsQZ2EhSmO9FLvQQtWVkJqRu.jpg,1950,https://www.youtube.com/watch?v=ez7_3UviUMs
225036,Riders of the Range,Western,"Out-of-work cowboys Kansas Jones and Chito Rafferty are offered jobs at pretty Dusty Willis' ranch after saving her from a beating by saloon owner Clint Burrows. Dusty's good-hearted but weak-willed brother Harry, adding to his $3000 gambling debt to Willis, reluctantly agrees to pay it off by allowing the Ringo Kid, Burrows' vicious hired gun, to rustle cattle from his sister's ranch. Kansas intervenes, deters the rustlers and persuades Harry to confess his involvement to Dusty. Kansas, sent into town by Dusty to pay off Harry's debts, suddenly finds himself on the wrong side of the law, wrongly accused of murder and must rely on Dusty's belief in his innocence for his salvation.",https://www.themoviedb.org/movie/225036,1,6.0,https://image.tmdb.org/t/p/original/hfNAWDIOnn2SbXdAPY2rDUoZqMy.jpg,1950,
23325,At War with the Army,Comedy,"Two former nightclub partners are now enlisted in the Army. Sergeant Puccinelli ranks above his former partner, Private First Class Korwin. Puccinelli is desperately trying to get transferred from his dull job to active duty overseas. Meanwhile, all Korwin wants is a pass to see his wife and new baby.",https://www.themoviedb.org/movie/23325,50,5.4,https://image.tmdb.org/t/p/original/viLzurxFrHbosBtTGf0gkPKa9qx.jpg,1950,https://www.youtube.com/watch?v=yVkqU7qZBmM
1112482,The Magic Treasure,Comedy,"Adorned with the songs of Safiye Ayla, Müzeyyen Senar and Perihan Altındağ, the movie tells the comedy of two friends looking for treasure.",https://www.themoviedb.org/movie/1112482,0,0.0,https://image.tmdb.org/t/p/original/tQ1XAkMkthsxZFakcrWGood9RHJ.jpg,1950,
49781,Story of a Love Affair,"Drama, Romance","A wealthy, possessive husband's investigation reignites his young wife's past love, leading them to plot against him. As obstacles fall away, their passion faces a new test.",https://www.themoviedb.org/movie/49781,95,6.8,https://image.tmdb.org/t/p/original/9afrreOCHzCPF0Zft7ptWVbk3xr.jpg,1950,https://www.youtube.com/watch?v=R5xWSEX3gno
15390,Les Enfants Terribles,Drama,"Elisabeth and her brother Paul live isolated from much of the world after Paul is injured in a snowball fight. As a coping mechanism, the two conjure up a hermetic dream of their own making. Their relationship, however, isn't exactly wholesome. Jealousy and a malevolent undercurrent intrude on their fantasy when Elisabeth invites the strange Agathe to stay with them -- and Paul is immediately attracted to her.",https://www.themoviedb.org/movie/15390,103,6.6,https://image.tmdb.org/t/p/original/yxcc8CfOn6M2HSGbjaDkAKb0QNQ.jpg,1950,
111019,Riding High,Comedy,"A horse trainer who has fallen on hard times looks to his horse, Broadway Bill, to finally win the big race.",https://www.themoviedb.org/movie/111019,7,5.8,https://image.tmdb.org/t/p/original/lG7C5MqsVklrvqX0YLV4cwjCany.jpg,1950,https://www.youtube.com/watch?v=YUHQ4YZamJY
35920,Convicted,"Action, Crime",A prison warden fights to prove one of his inmates was wrongly convicted.,https://www.themoviedb.org/movie/35920,24,6.271,https://image.tmdb.org/t/p/original/ctvgqu3CDRjlkFW31agzexqSr2V.jpg,1950,
46995,Madeleine,"Drama, Crime, Mystery",The middle-class family of a young woman cannot understand why she delays in marrying a respectable young man. They know nothing about her long-standing affair with a Frenchman.,https://www.themoviedb.org/movie/46995,32,6.7,https://image.tmdb.org/t/p/original/nQsThlhGuWUn8h3vpdbK3Kr4qGM.jpg,1950,https://www.youtube.com/watch?v=vZBYGTT7IKM
110669,Wabash Avenue,Music,"Andy Clark discovers he was cheated out of a half interest in partner Mike's business, now a thriving dance hall in 1892 Chicago. Unable to win it back, Andy schemes to make Mike's position untenable. He also hopes to turn Ruby Summers, Mike's motor-mouthed burlesque queen, into a classier entertainer, and incidentally to make her his own. But at the last minute, Andy's revenge comes unravelled.",https://www.themoviedb.org/movie/110669,6,4.7,https://image.tmdb.org/t/p/original/kUPrCNFVPHEHfjwTMdRLPedwLLE.jpg,1950,
77566,Safety Second,"Comedy, Animation","It's Independence Day, and Jerry's little nephew, Nibbles, wants to celebrate with fireworks, while Jerry reminds him to ""keep it safe and sane."" Initially, this backfires against Jerry, as his attempts to dispose of the firecrackers Nibbles lights explode in his face, but ultimately, Nibbles saves Jerry from Tom with the usual cartoon uses of black powder.",https://www.themoviedb.org/movie/77566,37,6.5,https://image.tmdb.org/t/p/original/b22LQBMo4nztGC1Hd76UTHtAjmm.jpg,1950,
32078,Panic in the Streets,"Thriller, Crime","A medical examiner discovers that an innocent shooting victim in a robbery died of bubonic plague. With only 48 hours to find the killer, who is now a ticking time bomb threatening the entire city, a grisly manhunt through the seamy underworld of the New Orleans Waterfront is underway.",https://www.themoviedb.org/movie/32078,139,6.8,https://image.tmdb.org/t/p/original/79jfETdOonIFL8UEjBxptPS27yo.jpg,1950,https://www.youtube.com/watch?v=gk1r0TO-US8
56518,The Flowers of St. Francis,"History, Drama, Comedy","In a series of simple and joyous vignettes, director Roberto Rossellini and co-writer Federico Fellini lovingly convey the universal teachings of the People’s Saint: humility, compassion, faith, and sacrifice. Gorgeously photographed to evoke the medieval paintings of Saint Francis’s time, and cast with monks from the Nocera Inferiore Monastery, The Flowers of St. Francis is a timeless and moving portrait of the search for spiritual enlightenment.",https://www.themoviedb.org/movie/56518,85,7.153,https://image.tmdb.org/t/p/original/4db6zjmJK4D5gEzQ0V5JTkRo0X5.jpg,1950,https://www.youtube.com/watch?v=pzDn8BVUGZU
55472,Colt .45,"Action, Western",Gun salesman Steve Farrell gets two of his new Colt .45 pistols stolen from him by ruthless killer Jason Brett but vows to recover them.,https://www.themoviedb.org/movie/55472,17,5.7,https://image.tmdb.org/t/p/original/fOpZdojtGjyz0zbedKKZCb5elHw.jpg,1950,
119325,Tarzan and the Slave Girl,"Action, Adventure","The Lionians, a tribe of lion worshippers, make a desperate attempt to find a cure for the mysterious disease plaguing their village. Their Chief decides to kidnap Jane and Lola, a half-breed nurse, in order to help repopulate his civilization. Tarzan must rescue them while fending off blowgun attacks from people called the Waddies who are disguised as bushes.",https://www.themoviedb.org/movie/119325,13,5.192,https://image.tmdb.org/t/p/original/hcJaw4I8vFAlYnTZQyWCIANjkQn.jpg,1950,
113921,Dallas,Western,"After the Civil War, Confederate soldier Blayde Hollister travels to Dallas to avenge the savage murder of his family. Discovering his enemy is now an esteemed citizen, Hollister plots to expose the outlaw and his syndicate.",https://www.themoviedb.org/movie/113921,28,6.4,https://image.tmdb.org/t/p/original/szVFvCur0ZMpvu2wSICtZKxHmMq.jpg,1950,https://www.youtube.com/watch?v=FAovEnNIQ_4
